ngành,cá_nhân_khớp_ròng,tổ_chức_trong_nước_khớp_ròng,tự_doanh_khớp_ròng,nước_ngoài_khớp_ròng,cá_nhân_thỏa_thuận_ròng,tổ_chức_trong_nước_thỏa_thuận_ròng,tự_doanh_thỏa_thuận_ròng,nước_ngoài_thỏa_thuận_ròng,cá_nhân_tổng_gt_ròng,tổ_chức_trong_nước_tổng_gt_ròng,tự_doanh_tổng_gt_ròng,nước_ngoài_tổng_gt_ròng,ngày
"Điện, nước & xăng dầu khí đốt L2",-5204309000.0,27387549000.0,-2052765000.0,-20130475000.0,13350000000.0,-13350000000.0,0.0,0.0,8145691000.0,14037549000.0,-2052765000.0,-20130475000.0,2022-05-23
Công nghệ Thông tin L2,-9785595000.0,10185015000.0,-979480000.0,580060000.0,0.0,0.0,0.0,0.0,-9785595000.0,10185015000.0,-979480000.0,580060000.0,2022-05-23
Bán lẻ L2,-27287864000.0,2587894000.0,-504260000.0,25204230000.0,0.0,0.0,0.0,0.0,-27287864000.0,2587894000.0,-504260000.0,25204230000.0,2022-05-23
Ngân hàng L2,-27615400000.0,70804215000.0,-33678215000.0,-9510600000.0,18045000000.0,-18045000000.0,0.0,0.0,-9570400000.0,52759215000.0,-33678215000.0,-9510600000.0,2022-05-23
Hóa chất L2,-74217544000.0,-1028300000.0,-2061805000.0,77307649000.0,0.0,0.0,0.0,0.0,-74217544000.0,-1028300000.0,-2061805000.0,77307649000.0,2022-05-23
Tài nguyên Cơ bản L2,231552639000.0,-21385618000.0,-54628615000.0,-155538406000.0,957600000.0,-957600000.0,0.0,0.0,232510239000.0,-22341218000.0,-54630615000.0,-155538406000.0,2022-05-24
Dịch vụ tài chính L2,192242824000.0,-37197035000.0,-1552140000.0,-153493649000.0,0.0,-500.0,1520905000.0,-1520904500.0,192242824000.0,-37197035500.0,-31235000.0,-155014553500.0,2022-05-24
Xây dựng và Vật liệu L2,24012283000.0,-8268557000.0,-220180000.0,-15523546000.0,0.0,0.0,0.0,0.0,24012283000.0,-8268557000.0,-220180000.0,-15523546000.0,2022-05-24
Ô tô và phụ tùng L2,12989537000.0,-8978039000.0,6350000.0,-4017848000.0,0.0,0.0,0.0,0.0,12989537000.0,-8978039000.0,6350000.0,-4017848000.0,2022-05-24
Dầu khí L2,6040600000.0,1396330000.0,462880000.0,-7899810000.0,0.0,0.0,0.0,0.0,6040600000.0,3255330000.0,-1396120000.0,-7899810000.0,2022-05-24
Truyền thông L2,231635000.0,35000.0,0.0,-231670000.0,0.0,0.0,0.0,0.0,231635000.0,35000.0,0.0,-231670000.0,2022-05-24
"Điện, nước & xăng dầu khí đốt L2",120144000.0,11198566000.0,2820570000.0,-14139280000.0,0.0,0.0,0.0,0.0,120144000.0,11198566000.0,2820570000.0,-14139280000.0,2022-05-24
Viễn thông L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-05-24
Y tế L2,-3384552000.0,769984000.0,-5540000.0,2620108000.0,0.0,0.0,0.0,0.0,-3384552000.0,769984000.0,-5540000.0,2620108000.0,2022-05-24
Bảo hiểm L2,-4827290000.0,-1346025000.0,302850000.0,5870465000.0,0.0,0.0,0.0,0.0,-4827290000.0,-1346025000.0,302850000.0,5870465000.0,2022-05-24
Hàng cá nhân & Gia dụng L2,-5175497000.0,8358568000.0,2099410000.0,-5282481000.0,-1090000000.0,0.0,0.0,1090000000.0,-6265497000.0,8358523000.0,2099455000.0,-4192481000.0,2022-05-24
Công nghệ Thông tin L2,-6805860000.0,12235660000.0,-2865620000.0,-2564180000.0,0.0,0.0,0.0,0.0,-6805860000.0,12235660000.0,-2865620000.0,-2564180000.0,2022-05-24
Du lịch và Giải trí L2,-6994729000.0,1413749000.0,3610490000.0,1970490000.0,9334500000.0,-9334500000.0,0.0,0.0,2339771000.0,-7920751000.0,3610490000.0,1970490000.0,2022-05-24
Bất động sản L2,-23983131000.0,-46648160000.0,22025855000.0,48605436000.0,0.0,0.0,0.0,0.0,-23983131000.0,-45918080000.0,21295775000.0,48605436000.0,2022-05-24
Hàng & Dịch vụ Công nghiệp L2,-34258861000.0,22542782000.0,4227195000.0,7491784000.0,0.0,0.0,0.0,0.0,-34258861000.0,22546282000.0,4223695000.0,7491784000.0,2022-05-24
Thực phẩm và đồ uống L2,-38029253000.0,6917569000.0,5078308000.0,26033376000.0,-736440000.0,736440000.0,0.0,0.0,-38765693000.0,7654009000.0,5078308000.0,26033376000.0,2022-05-24
Bán lẻ L2,-38495927000.0,11337397000.0,6382200000.0,20776330000.0,0.0,0.0,0.0,0.0,-38495927000.0,11337397000.0,6382200000.0,20776330000.0,2022-05-24
Hóa chất L2,-213680315000.0,4564227000.0,420295000.0,208695793000.0,0.0,0.0,0.0,0.0,-213680315000.0,4564227000.0,420295000.0,208695793000.0,2022-05-24
Ngân hàng L2,-290849875000.0,33986950000.0,23045080000.0,233817845000.0,14800500000.0,-14800499750.0,289072000.0,-289072250.0,-276049375000.0,19186450250.0,23334152000.0,233528772750.0,2022-05-24
Tài nguyên Cơ bản L2,184352308000.0,-71130666000.0,-53001165000.0,-60220477000.0,0.0,-350.0,694421000.0,-694420650.0,184352308000.0,-71130666350.0,-52306744000.0,-60914897650.0,2022-05-25
Bất động sản L2,150028558000.0,-27011389000.0,-77256519000.0,-45760650000.0,-10800000000.0,10800000000.0,0.0,0.0,139228558000.0,-14371889000.0,-79096019000.0,-45760650000.0,2022-05-25
Dịch vụ tài chính L2,137258615000.0,-20155388000.0,-4034750000.0,-113068477000.0,0.0,0.0,0.0,0.0,137258615000.0,-20155388000.0,-4034750000.0,-113068477000.0,2022-05-25
Du lịch và Giải trí L2,31255780000.0,-29800095000.0,-1536660000.0,80975000.0,9581300000.0,-9581300000.0,0.0,0.0,40837080000.0,-39381395000.0,-1536660000.0,80975000.0,2022-05-25
Xây dựng và Vật liệu L2,20341814000.0,-1865542000.0,3469995000.0,-21946267000.0,0.0,0.0,0.0,0.0,20341814000.0,-1865542000.0,3469995000.0,-21946267000.0,2022-05-25
Thực phẩm và đồ uống L2,11024550000.0,-14224501000.0,-15287450000.0,18487401000.0,4941000000.0,-4941000000.0,0.0,0.0,15965550000.0,-18745341000.0,-15707610000.0,18487401000.0,2022-05-25
Công nghệ Thông tin L2,4971730000.0,-17269245000.0,9234410000.0,3063105000.0,0.0,0.0,0.0,0.0,4971730000.0,-17269245000.0,9234410000.0,3063105000.0,2022-05-25
"Điện, nước & xăng dầu khí đốt L2",1228068000.0,16421017000.0,811310000.0,-18460395000.0,0.0,0.0,0.0,0.0,1228068000.0,16421017000.0,811310000.0,-18460395000.0,2022-05-25
Viễn thông L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-05-25
Truyền thông L2,-34855000.0,9860000.0,0.0,24995000.0,0.0,0.0,0.0,0.0,-34855000.0,9860000.0,0.0,24995000.0,2022-05-25
Dầu khí L2,-2827300000.0,2734545000.0,91495000.0,1260000.0,0.0,0.0,0.0,0.0,-2827300000.0,6408545000.0,-3582505000.0,1260000.0,2022-05-25
Y tế L2,-6157961000.0,-286023000.0,0.0,6443984000.0,0.0,0.0,0.0,0.0,-6157961000.0,-286023000.0,0.0,6443984000.0,2022-05-25
Bảo hiểm L2,-16516250000.0,-2245665000.0,161870000.0,18600045000.0,0.0,0.0,0.0,0.0,-16516250000.0,-2245665000.0,161870000.0,18600045000.0,2022-05-25
Ô tô và phụ tùng L2,-16795031000.0,-1120177000.0,15540845000.0,2374363000.0,0.0,0.0,0.0,0.0,-16795031000.0,-1120177000.0,15540845000.0,2374363000.0,2022-05-25
Hàng & Dịch vụ Công nghiệp L2,-22926458000.0,14313668000.0,14468580000.0,-5855790000.0,0.0,0.0,0.0,0.0,-22926458000.0,14313296000.0,14468952000.0,-5855790000.0,2022-05-25
Hàng cá nhân & Gia dụng L2,-30029785000.0,-694934000.0,32800070000.0,-2075351000.0,0.0,0.0,0.0,0.0,-30029785000.0,-695618000.0,32800754000.0,-2075351000.0,2022-05-25
Bán lẻ L2,-44959079000.0,-8350091000.0,32509040000.0,20800130000.0,0.0,0.0,0.0,0.0,-44959079000.0,-8350091000.0,32509040000.0,20800130000.0,2022-05-25
Hóa chất L2,-97731423000.0,12340338000.0,-17234300000.0,102625385000.0,0.0,0.0,0.0,0.0,-97731423000.0,12340338000.0,-17234300000.0,102625385000.0,2022-05-25
Ngân hàng L2,-248643295000.0,31886445000.0,116425780000.0,100331070000.0,52920000000.0,0.0,-52920000000.0,0.0,-195723295000.0,31886445000.0,63505780000.0,100331070000.0,2022-05-25
Bất động sản L2,320003835000.0,-43036713000.0,-96506270000.0,-180460852000.0,-1994614500.0,0.0,0.0,1994614500.0,318009220500.0,-43036713000.0,-96506270000.0,-178466237500.0,2022-05-26
Tài nguyên Cơ bản L2,98794337000.0,14035686000.0,-1078320000.0,-111751703000.0,0.0,0.0,0.0,0.0,98794337000.0,14035686000.0,-1078320000.0,-111751703000.0,2022-05-26
Thực phẩm và đồ uống L2,94857258000.0,7185629000.0,-22227026000.0,-79815861000.0,6176000000.0,-6176000000.0,0.0,0.0,101033258000.0,3019269000.0,-24236666000.0,-79815861000.0,2022-05-26
Ngân hàng L2,58883125000.0,-43551925000.0,3568385000.0,-18899585000.0,74816705000.0,-56666705000.0,-18150000000.0,0.0,133699830000.0,-100175730000.0,-14624515000.0,-18899585000.0,2022-05-26
Dịch vụ tài chính L2,38336062000.0,-219295342000.0,-3616590000.0,184575870000.0,-2050950000.0,0.0,0.0,2050950000.0,36285112000.0,-219295342000.0,-3616590000.0,186626820000.0,2022-05-26
"Điện, nước & xăng dầu khí đốt L2",20641682000.0,-1003842000.0,-2090865000.0,-17546975000.0,0.0,0.0,0.0,0.0,20641682000.0,-1003842000.0,-2090865000.0,-17546975000.0,2022-05-26
Xây dựng và Vật liệu L2,12155775000.0,495047000.0,5177501000.0,-17828323000.0,24810000000.0,0.0,-24810000000.0,0.0,36965775000.0,2127247000.0,-21264699000.0,-17828323000.0,2022-05-26
Du lịch và Giải trí L2,11299682000.0,-893907000.0,-5461115000.0,-4944660000.0,3132900000.0,-3132900000.0,0.0,0.0,14432582000.0,-4026807000.0,-5461115000.0,-4944660000.0,2022-05-26
Dầu khí L2,9007790000.0,-3120630000.0,-828595000.0,-5058565000.0,0.0,0.0,0.0,0.0,9007790000.0,-3120630000.0,-828595000.0,-5058565000.0,2022-05-26
Hàng & Dịch vụ Công nghiệp L2,6288163000.0,-6498732000.0,15039765000.0,-14829196000.0,0.0,0.0,0.0,0.0,6288163000.0,-6542682000.0,15083715000.0,-14829196000.0,2022-05-26
Bán lẻ L2,5425010000.0,-3099580000.0,9985710000.0,-12311140000.0,0.0,0.0,0.0,0.0,5425010000.0,-3099580000.0,9985710000.0,-12311140000.0,2022-05-26
Viễn thông L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-05-26
Công nghệ Thông tin L2,-353300000.0,-6604965000.0,7745065000.0,-786800000.0,0.0,0.0,0.0,0.0,-353300000.0,-6604965000.0,7745065000.0,-786800000.0,2022-05-26
Truyền thông L2,-478870000.0,-1710000.0,0.0,480580000.0,0.0,0.0,0.0,0.0,-478870000.0,-1710000.0,0.0,480580000.0,2022-05-26
Hóa chất L2,-2068455000.0,5994681000.0,-1240720000.0,-2685506000.0,0.0,0.0,0.0,0.0,-2068455000.0,6355811000.0,-1601850000.0,-2685506000.0,2022-05-26
Ô tô và phụ tùng L2,-2768896000.0,155759000.0,4940812000.0,-2327675000.0,0.0,0.0,0.0,0.0,-2768896000.0,155759000.0,4940812000.0,-2327675000.0,2022-05-26
Y tế L2,-5102606000.0,-87811000.0,0.0,5190417000.0,0.0,0.0,0.0,0.0,-5102606000.0,-87811000.0,0.0,5190417000.0,2022-05-26
Bảo hiểm L2,-5406325000.0,5895575000.0,-177915000.0,-311335000.0,0.0,0.0,0.0,0.0,-5406325000.0,5895575000.0,-177915000.0,-311335000.0,2022-05-26
Hàng cá nhân & Gia dụng L2,-11487201000.0,980859000.0,11302150000.0,-795808000.0,0.0,0.0,0.0,0.0,-11487201000.0,980859000.0,11302150000.0,-795808000.0,2022-05-26
Hóa chất L2,107677680000.0,-13388458000.0,1395945000.0,-95685167000.0,0.0,0.0,0.0,0.0,107677680000.0,-13085458000.0,1092945000.0,-95685167000.0,2022-05-27
Tài nguyên Cơ bản L2,27709827000.0,-6731095000.0,9853215000.0,-30831947000.0,-2625000000.0,2625000000.0,0.0,0.0,25084827000.0,-4106952800.0,9854072800.0,-30831947000.0,2022-05-27
Bất động sản L2,26870991000.0,-12591860000.0,23286203000.0,-37565334000.0,116700000000.0,-116700000000.0,0.0,0.0,143570991000.0,-129283198600.0,23277541600.0,-37565334000.0,2022-05-27
Du lịch và Giải trí L2,24837335000.0,-34270470000.0,2661530000.0,6771605000.0,-8683300000.0,8683300000.0,0.0,0.0,16154035000.0,-25587107800.0,2661467800.0,6771605000.0,2022-05-27
Xây dựng và Vật liệu L2,13067043000.0,-1005658000.0,-10769381000.0,-1292004000.0,0.0,0.0,0.0,0.0,13067043000.0,-555874000.0,-11219165000.0,-1292004000.0,2022-05-27
Dầu khí L2,9577855000.0,-3677750000.0,68720000.0,-5968825000.0,0.0,0.0,0.0,0.0,9577855000.0,-1282750000.0,-2326280000.0,-5968825000.0,2022-05-27
Ô tô và phụ tùng L2,3242744000.0,-5234485000.0,823928000.0,1167813000.0,0.0,0.0,0.0,0.0,3242744000.0,-5234485000.0,823928000.0,1167813000.0,2022-05-27
Viễn thông L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-05-27
Truyền thông L2,-194090000.0,4685000.0,0.0,189405000.0,0.0,0.0,0.0,0.0,-194090000.0,4685000.0,0.0,189405000.0,2022-05-27
Y tế L2,-4276515000.0,36480000.0,0.0,4240035000.0,0.0,0.0,0.0,0.0,-4276515000.0,36480000.0,0.0,4240035000.0,2022-05-27
Bảo hiểm L2,-12445595000.0,-318525000.0,233505000.0,12530615000.0,0.0,0.0,0.0,0.0,-12445595000.0,-318525000.0,233505000.0,12530615000.0,2022-05-27
"Điện, nước & xăng dầu khí đốt L2",-13066620000.0,7845120000.0,-1953730000.0,7175230000.0,0.0,0.0,0.0,0.0,-13066620000.0,7826708900.0,-1935318900.0,7175230000.0,2022-05-27
Dịch vụ tài chính L2,-48970594000.0,6278702000.0,1842890000.0,40849002000.0,0.0,-103661475000.0,0.0,103661475000.0,-48970594000.0,-97381438000.0,1841555000.0,144510477000.0,2022-05-27
Thực phẩm và đồ uống L2,-103599803000.0,33316463000.0,7073105000.0,63210235000.0,23338100000.0,-938100000.0,0.0,-22400000000.0,-80261703000.0,32380824700.0,7070643300.0,40810235000.0,2022-05-27
Hàng & Dịch vụ Công nghiệp L2,-135642281000.0,-8243375000.0,135696590000.0,8189066000.0,0.0,0.0,0.0,0.0,-135642281000.0,-8234584700.0,135687799700.0,8189066000.0,2022-05-27
Hàng cá nhân & Gia dụng L2,-170959539000.0,-139741000.0,174456880000.0,-3357600000.0,0.0,0.0,0.0,0.0,-170959539000.0,-138333800.0,174455472800.0,-3357600000.0,2022-05-27
Bán lẻ L2,-171271957000.0,-50808783000.0,161364080000.0,60716660000.0,0.0,0.0,0.0,0.0,-171271957000.0,-50808783000.0,161364080000.0,60716660000.0,2022-05-27
Công nghệ Thông tin L2,-186535905000.0,16436970000.0,168644170000.0,1454765000.0,0.0,0.0,0.0,0.0,-186535905000.0,16437079200.0,168644060800.0,1454765000.0,2022-05-27
Ngân hàng L2,-403260970000.0,-6171475000.0,399964485000.0,9467960000.0,54815000000.0,-39690000000.0,-16233125000.0,1108125000.0,-348445970000.0,-45804344600.0,383674229600.0,10576085000.0,2022-05-27
Hàng cá nhân & Gia dụng L2,45439314000.0,-10977341000.0,26144180000.0,-60606153000.0,0.0,4821320000.0,-4821320000.0,0.0,45439314000.0,-6156021000.0,21322860000.0,-60606153000.0,2022-05-30
Thực phẩm và đồ uống L2,43015942000.0,-47115434000.0,-9738912000.0,13838404000.0,123591900000.0,-123591900000.0,0.0,0.0,166607842000.0,-170707334000.0,-9738912000.0,13838404000.0,2022-05-30
Du lịch và Giải trí L2,41965863000.0,-44919698000.0,-3628530000.0,6582365000.0,-16812000000.0,16812000000.0,0.0,0.0,25153863000.0,-28106558000.0,-3629670000.0,6582365000.0,2022-05-30
Bất động sản L2,30745872000.0,-59150185000.0,-20981756000.0,49386069000.0,0.0,0.0,0.0,0.0,30745872000.0,-59150518000.0,-20981423000.0,49386069000.0,2022-05-30
"Điện, nước & xăng dầu khí đốt L2",21628232000.0,6081533000.0,-2207745000.0,-25502020000.0,0.0,0.0,0.0,0.0,21628232000.0,4476333000.0,-602545000.0,-25502020000.0,2022-05-30
Hóa chất L2,20137508000.0,-5228031000.0,-8142251000.0,-6767226000.0,0.0,0.0,0.0,0.0,20137508000.0,-5228031000.0,-8142251000.0,-6767226000.0,2022-05-30
Y tế L2,89082000.0,32192000.0,-21035000.0,-100239000.0,0.0,0.0,0.0,0.0,89082000.0,32192000.0,-21035000.0,-100239000.0,2022-05-30
Viễn thông L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-05-30
Truyền thông L2,-294085000.0,-145000.0,-1735000.0,295965000.0,0.0,0.0,0.0,0.0,-294085000.0,-145000.0,-1735000.0,295965000.0,2022-05-30
Dầu khí L2,-991180000.0,246395000.0,-576850000.0,1321635000.0,0.0,0.0,0.0,0.0,-991180000.0,317883200.0,-648338200.0,1321635000.0,2022-05-30
Ô tô và phụ tùng L2,-2446425000.0,2562650000.0,-29874000.0,-86351000.0,0.0,0.0,0.0,0.0,-2446425000.0,2562650000.0,-29874000.0,-86351000.0,2022-05-30
Xây dựng và Vật liệu L2,-7314507000.0,1132489000.0,3053756000.0,3128262000.0,0.0,0.0,0.0,0.0,-7314507000.0,2708493100.0,1477751900.0,3128262000.0,2022-05-30
Bán lẻ L2,-8043085000.0,-53980025000.0,54949060000.0,7074050000.0,0.0,7389990000.0,-7389990000.0,0.0,-8043085000.0,-46590035000.0,47559070000.0,7074050000.0,2022-05-30
Tài nguyên Cơ bản L2,-10781842000.0,-23596991000.0,-5593636000.0,39972469000.0,0.0,0.0,0.0,0.0,-10781842000.0,-22752691000.0,-6437936000.0,39972469000.0,2022-05-30
Bảo hiểm L2,-26943270000.0,3289255000.0,-259270000.0,23913285000.0,0.0,0.0,0.0,0.0,-26943270000.0,3289255000.0,-259270000.0,23913285000.0,2022-05-30
Dịch vụ tài chính L2,-32596549000.0,-67262042000.0,6084425000.0,93774166000.0,0.0,-1012914000000.0,0.0,1012914000000.0,-32596549000.0,-1080175248800.0,6083631800.0,1106688166000.0,2022-05-30
Hàng & Dịch vụ Công nghiệp L2,-54224209000.0,5773982000.0,39385195000.0,9065032000.0,0.0,0.0,0.0,0.0,-54224209000.0,5730532000.0,39428645000.0,9065032000.0,2022-05-30
Công nghệ Thông tin L2,-62358090000.0,7645445000.0,53099455000.0,1613190000.0,-78493480000.0,-309764000000.0,-2392000000.0,390649480000.0,-140851570000.0,-302118523800.0,50707423800.0,392262670000.0,2022-05-30
Ngân hàng L2,-204383815000.0,-34906765000.0,92431970000.0,146858610000.0,41253660000.0,6371340000.0,-47625000000.0,0.0,-163130155000.0,-28535189600.0,44806734600.0,146858610000.0,2022-05-30
Hàng cá nhân & Gia dụng L2,64399177000.0,7393054000.0,-5962710000.0,-65829521000.0,0.0,0.0,0.0,0.0,64399177000.0,4363054000.0,-2932710000.0,-65829521000.0,2022-05-31
Tài nguyên Cơ bản L2,57434082000.0,-32603782000.0,-14987575000.0,-9842725000.0,-2066910000.0,2066910000.0,0.0,0.0,55367172000.0,-30256872000.0,-15267575000.0,-9842725000.0,2022-05-31
Du lịch và Giải trí L2,45367956000.0,-30788066000.0,-5754840000.0,-8825050000.0,-5337500000.0,5337500000.0,0.0,0.0,40030456000.0,-25450553500.0,-5754852500.0,-8825050000.0,2022-05-31
Hóa chất L2,21289224000.0,274062000.0,-31641955000.0,10078669000.0,0.0,0.0,0.0,0.0,21289224000.0,274062000.0,-31641955000.0,10078669000.0,2022-05-31
Xây dựng và Vật liệu L2,16751245000.0,-2300830000.0,1092500000.0,-15542915000.0,0.0,0.0,804406000.0,-804406000.0,16751245000.0,-978551200.0,574627200.0,-16347321000.0,2022-05-31
Thực phẩm và đồ uống L2,6310270000.0,-13206637000.0,-10033230000.0,16929597000.0,-3004000000.0,3004000000.0,0.0,0.0,3306270000.0,-10202637000.0,-10033230000.0,16929597000.0,2022-05-31
Y tế L2,682268000.0,-125998000.0,0.0,-556270000.0,0.0,0.0,0.0,0.0,682268000.0,-125998000.0,0.0,-556270000.0,2022-05-31
Viễn thông L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-05-31
Truyền thông L2,-276640000.0,-6840000.0,0.0,283480000.0,0.0,0.0,0.0,0.0,-276640000.0,-6840000.0,0.0,283480000.0,2022-05-31
Công nghệ Thông tin L2,-1759330000.0,22390990000.0,-20159245000.0,-472415000.0,0.0,0.0,0.0,0.0,-1759330000.0,22390990000.0,-20159245000.0,-472415000.0,2022-05-31
Ô tô và phụ tùng L2,-2132528000.0,1189140000.0,0.0,943388000.0,0.0,0.0,0.0,0.0,-2132528000.0,1189140000.0,0.0,943388000.0,2022-05-31
Dầu khí L2,-2753430000.0,5564780000.0,-1380825000.0,-1430525000.0,0.0,0.0,0.0,0.0,-2753430000.0,-3764720000.0,7948675000.0,-1430525000.0,2022-05-31
Hàng & Dịch vụ Công nghiệp L2,-3140262000.0,6368548000.0,-7298355000.0,4070069000.0,-30000000000.0,30000000300.0,319542000.0,-319542300.0,-33140262000.0,-881451700.0,30271187000.0,3750526700.0,2022-05-31
Ngân hàng L2,-7695140000.0,7143355000.0,-59262775000.0,59814560000.0,105065805000.0,-130296655000.0,37000000000.0,-11769150000.0,97370665000.0,-123153300000.0,-22262775000.0,48045410000.0,2022-05-31
"Điện, nước & xăng dầu khí đốt L2",-10925875000.0,12200215000.0,-132015000.0,-1142325000.0,0.0,0.0,0.0,0.0,-10925875000.0,10596475000.0,1471725000.0,-1142325000.0,2022-05-31
Bán lẻ L2,-12251128000.0,6578008000.0,-7278620000.0,12951740000.0,0.0,70335370000.0,-70335370000.0,0.0,-12251128000.0,76913378000.0,-77613990000.0,12951740000.0,2022-05-31
Dịch vụ tài chính L2,-17507815000.0,82365955000.0,-2993095000.0,-61865045000.0,0.0,-250081500000.0,0.0,250081500000.0,-17507815000.0,-167715545000.0,-2993095000.0,188216455000.0,2022-05-31
Bảo hiểm L2,-21366810000.0,400975000.0,2916250000.0,18049585000.0,0.0,0.0,0.0,0.0,-21366810000.0,400975000.0,2916250000.0,18049585000.0,2022-05-31
Bất động sản L2,-53382128000.0,-81646322000.0,-62848210000.0,197876660000.0,0.0,-36750000000.0,36750000000.0,0.0,-53382128000.0,-118396322000.0,-26098210000.0,197876660000.0,2022-05-31
Hàng cá nhân & Gia dụng L2,84402631000.0,-27456449000.0,-27269010000.0,-29677172000.0,0.0,0.0,0.0,0.0,84402631000.0,-28962339000.0,-25763120000.0,-29677172000.0,2022-06-01
Công nghệ Thông tin L2,7584690000.0,10975125000.0,-19508830000.0,949015000.0,0.0,0.0,0.0,0.0,7584690000.0,10976605000.0,-19510310000.0,949015000.0,2022-06-01
Xây dựng và Vật liệu L2,2929422000.0,8400351000.0,-42527000.0,-11287246000.0,0.0,0.0,0.0,0.0,2929422000.0,5150225100.0,3207598900.0,-11287246000.0,2022-06-01
Ô tô và phụ tùng L2,1417124000.0,-350532000.0,-8160000.0,-1058432000.0,0.0,0.0,0.0,0.0,1417124000.0,-350532000.0,-8160000.0,-1058432000.0,2022-06-01
Bán lẻ L2,830079000.0,-7347289000.0,-10978720000.0,17495930000.0,0.0,0.0,0.0,0.0,830079000.0,-7347289000.0,-10978720000.0,17495930000.0,2022-06-01
Truyền thông L2,16090000.0,-28845000.0,-3960000.0,16715000.0,0.0,0.0,0.0,0.0,16090000.0,-28845000.0,-3960000.0,16715000.0,2022-06-01
Viễn thông L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-06-01
Y tế L2,-1111320000.0,94177000.0,0.0,1017143000.0,0.0,0.0,0.0,0.0,-1111320000.0,-1767713000.0,1861890000.0,1017143000.0,2022-06-01
Tài nguyên Cơ bản L2,-6048430000.0,-46718008000.0,-3261588000.0,56028026000.0,0.0,0.0,0.0,0.0,-6048430000.0,-46713148000.0,-3266448000.0,56028026000.0,2022-06-01
Du lịch và Giải trí L2,-9599271000.0,-3984314000.0,5601500000.0,7982085000.0,8703000000.0,-8703000000.0,0.0,0.0,-896271000.0,-12687314000.0,5601500000.0,7982085000.0,2022-06-01
Dầu khí L2,-12128135000.0,2007550000.0,756315000.0,9364270000.0,0.0,0.0,0.0,0.0,-12128135000.0,-83923590000.0,86687455000.0,9364270000.0,2022-06-01
Bảo hiểm L2,-21229570000.0,-947290000.0,2766335000.0,19410525000.0,0.0,0.0,0.0,0.0,-21229570000.0,-947290000.0,2766335000.0,19410525000.0,2022-06-01
